0.9921::teamplaysinleague(georgewashingtonuniversityselliottschool, international).
1.0::teamplaysinleague(colgateredraiders, ncaa).
0.9687::teamplaysinleague(navalacademy, ncaa).
0.9375::teamplaysinleague(middleeasttechnicaluniversity, international).
0.9999::teamplaysinleague(denvernuggetsnba, nba).
1.0::teamplaysinleague(newyorkredbulls, mls).
0.9999::teamplaysinleague(appalachianstatemo, ncaa).
0.9980::teamplaysinleague(slipperyrockpride, ncaa).
1.0::teamplaysinleague(oaklandgoldengrizzlies, ncaa).
0.9997::teamplaysinleague(coastguardacademybears, ncaa).
0.9995::teamplaysinleague(tuskegeegoldentigers, ncaa).
0.9999::teamplaysinleague(sixers, nba).
0.9590::teamplaysinleague(harvard, acc).
1.0::teamplaysinleague(bowlinggreenfalcons, ncaa).
1.0::teamplaysinleague(detroitlions, nfl).
1.0::teamplaysinleague(wagnerseahawks, ncaa).
0.9999::teamplaysinleague(carletonuniversity, international).
0.9843::teamplaysinleague(clemsonuniversity, international).
1.0::teamplaysinleague(coloradoschoolofminesorediggers, ncaa).
1.0::teamplaysinleague(floridaatlanticowls, ncaa).
0.9990::teamplaysinleague(dakotastatetrojans, ncaa).
1.0::teamplaysinleague(marquettegoldeneagles, ncaa).
0.9990::teamplaysinleague(andersonravens, ncaa).
1.0::teamplaysinleague(indianahoosiers, ncaa).
0.9843::teamplaysinleague(themasterscollegemustangs, ncaa).
0.9990::teamplaysinleague(williamcareycrusaders, ncaa).
1.0::teamplaysinleague(purdueboilermakers, ncaa).
1.0::teamplaysinleague(campbellcamels, ncaa).
1.0::teamplaysinleague(floridagators, ncaa).
0.9375::teamplaysinleague(kennesawstowls, ncaa).
1.0::teamplaysinleague(missouristatebears, ncaa).
1.0::teamplaysinleague(utdcomets, ncaa).
1.0::teamplaysinleague(whitesox, mlb).
1.0::teamplaysinleague(sacramentostate, ncaa).
1.0::teamplaysinleague(centralmichiganchippewas, ncaa).
0.9687::teamplaysinleague(thejohnshopkinsuniversity, international).
1.0::teamplaysinleague(southdakotastate, ncaa).
1.0::teamplaysinleague(illinoischicagoflames, ncaa).
1.0::teamplaysinleague(milwaukeebrewers, mlb).
0.9687::teamplaysinleague(huskies, ncaa).
0.9687::teamplaysinleague(middletennesseeblueraiders, ncaa).
1.0::teamplaysinleague(texastechredraiders, ncaa).
1.0::teamplaysinleague(brockportgoldeneagles, ncaa).
0.9999::teamplaysinleague(caldwellcougars, ncaa).
1.0::teamplaysinleague(springfieldcollege, ncaa).
1.0::teamplaysinleague(montanastatebobcats, ncaa).
0.9843::teamplaysinleague(texaschristianuniversity, international).
1.0::teamplaysinleague(princetontigers, ncaa).
1.0::teamplaysinleague(emichiganeagles, ncaa).
0.9375::teamplaysinleague(carlsonschoolofmanagement, international).
0.9375::teamplaysinleague(hampshirecollege, international).
0.9687::teamplaysinleague(stjosephshawks, ncaa).
1.0::teamplaysinleague(atlantabravesspringtraining, mlb).
0.9990::teamplaysinleague(williampennstatesmen, ncaa).
1.0::teamplaysinleague(sdchargers, afc).
1.0::teamplaysinleague(tennesseetechgoldeneagles, ncaa).
1.0::teamplaysinleague(atlantathrashers, nhl).
1.0::teamplaysinleague(indianastate, ncaa).
1.0::teamplaysinleague(washingtonwizards, nba).
1.0::teamplaysinleague(idahostatebengals, ncaa).
0.9990::teamplaysinleague(mercedbluedevils, ncaa).
0.9843::teamplaysinleague(butleruniversity, international).
0.9999::teamplaysinleague(pepperdineuniversity, international).
1.0::teamplaysinleague(charlotteers, ncaa).
1.0::teamplaysinleague(oklahomastcowboys, ncaa).
1.0::teamplaysinleague(arkansaspinebluffgoldenlions, ncaa).
0.9998::teamplaysinleague(unfospreys, ncaa).
1.0::teamplaysinleague(boisest, ncaa).
1.0::teamplaysinleague(denvernuggets, nba).
0.9375::teamplaysinleague(glasgowcaledonianuniversity, international).
1.0::teamplaysinleague(hawaiirainbowwarriors, ncaa).
0.9921::teamplaysinleague(vuuniversityamsterdam, international).
1.0::teamplaysinleague(prairieviewaandmpanthers, ncaa).
0.9999::teamplaysinleague(brooklyndodgersatebbetsfield, mlb).
1.0::teamplaysinleague(hartfordhawks, ncaa).
1.0::teamplaysinleague(washingtonhuskies, ncaa).
1.0::teamplaysinleague(calstfullertontitans, ncaa).
0.9375::teamplaysinleague(hamiltoncollege, international).
0.9687::teamplaysinleague(franklinandmarshalldiplomats, ncaa).
1.0::teamplaysinleague(tampabaydevilrays, mlb).
1.0::teamplaysinleague(memphistigers, ncaa).
0.9375::teamplaysinleague(trailblazers, nba).
1.0::teamplaysinleague(kennesawowls, ncaa).
1.0::teamplaysinleague(stetsonhatters, ncaa).
0.9999::teamplaysinleague(linfieldcollege, ncaa).
0.9995::teamplaysinleague(chapmanpanthers, ncaa).
1.0::teamplaysinleague(nets, nba).
1.0::teamplaysinleague(georgiastpanthers, ncaa).
0.9980::teamplaysinleague(columbialawschool, international).
0.9995::teamplaysinleague(ashlandeagles, ncaa).
1.0::teamplaysinleague(tulsagoldenhurricanes, ncaa).
0.9999::teamplaysinleague(mapleleafs, nhl).
1.0::teamplaysinleague(longbeachstate, ncaa).
1.0::teamplaysinleague(youngstownstatepenguins, ncaa).
0.9999::teamplaysinleague(citycollegeofsanfrancisco, ncaa).
0.9990::teamplaysinleague(mitchellcollegepequots, ncaa).
0.9997::teamplaysinleague(northeasternstateriverhawks, ncaa).
1.0::teamplaysinleague(falcons, nfl).
0.9980::teamplaysinleague(accgear, ncaa).
0.9999::teamplaysinleague(stlouisblues, nhl).
1.0::teamplaysinleague(texaspanamericanbroncs, ncaa).
1.0::teamplaysinleague(indianapacers, nba).
1.0::teamplaysinleague(montanagrizzlies, ncaa).
1.0::teamplaysinleague(formersanfranciscogiants, mlb).
1.0::teamplaysinleague(christophernewportcaptains, ncaa).
0.9843::teamplaysinleague(midtennstblueraiders, ncaa).
1.0::teamplaysinleague(bostonbruins, nhl).
1.0::teamplaysinleague(darmouthbiggreen, ncaa).
0.9997::teamplaysinleague(sonomastateseawolves, ncaa).
1.0::teamplaysinleague(miamiredhawks, ncaa).
0.9998::teamplaysinleague(carnegiemellontartans, ncaa).
0.9843::teamplaysinleague(columbiauniversitysschool, international).
0.9687::teamplaysinleague(northumbriauniversity, international).
1.0::teamplaysinleague(anaheimducks, nhl).
1.0::teamplaysinleague(riceowls, ncaa).
0.9995::teamplaysinleague(telavivuniversity, international).
0.9375::teamplaysinleague(louisianaragincajuns, ncaa).
0.9375::teamplaysinleague(regentuniversity, international).
0.9999::teamplaysinleague(hebrewuniversity, international).
1.0::teamplaysinleague(presbyterianbluehose, ncaa).
1.0::teamplaysinleague(fredoniastatebluedevils, ncaa).
0.9375::teamplaysinleague(loyolaillinoisramblers, ncaa).
0.9897::teamplaysinleague(demondeacons, acc).
1.0::teamplaysinleague(northwesternwildcats, ncaa).
1.0::teamplaysinleague(virginiamilitarykeydets, ncaa).
0.9995::teamplaysinleague(auburnmontgomerysenators, ncaa).
0.9999::teamplaysinleague(yaleuniversity, international).
0.9990::teamplaysinleague(montclairstateredhawks, ncaa).
1.0::teamplaysinleague(houstoncougars, ncaa).
1.0::teamplaysinleague(virginiatechhokies, ncaa).
0.9687::teamplaysinleague(texasstateuniversity, international).
0.9990::teamplaysinleague(morehousecollege, international).
0.9999::teamplaysinleague(kingscollege, nhl).
0.9980::teamplaysinleague(whartonschool, international).
0.9375::teamplaysinleague(thenewschool, international).
0.9990::teamplaysinleague(birminghamsoutherncollege, ncaa).
0.9843::teamplaysinleague(schillerinternationaluniversity, international).
0.9995::teamplaysinleague(bellevuecollegebulldogs, ncaa).
1.0::teamplaysinleague(texassoutherntigers, ncaa).
0.9687::teamplaysinleague(kyungheeuniversity, international).
1.0::teamplaysinleague(baltimoreorioles, mlb).
0.9999::teamplaysinleague(bluejays, mlb).
0.9990::teamplaysinleague(wisconsinriverfallsfalcons, ncaa).
1.0::teamplaysinleague(vermontcatamounts, ncaa).
1.0::teamplaysinleague(troystatetrojans, ncaa).
1.0::teamplaysinleague(seattlemariners, mlb).
0.9843::teamplaysinleague(centmichiganchippewas, ncaa).
1.0::teamplaysinleague(southernmissgoldeneagles, ncaa).
0.9999::teamplaysinleague(torontofc, mls).
0.9921::teamplaysinleague(siuedwardsvillecougars, ncaa).
1.0::teamplaysinleague(kansasjayhawks, ncaa).
0.9999::teamplaysinleague(buckscountycommunitycollege, nba).
0.9375::teamplaysinleague(ohiostbuckeyes, ncaa).
1.0::teamplaysinleague(muhlenbergcollege, ncaa).
1.0::teamplaysinleague(suns, nba).
1.0::teamplaysinleague(uncgreensborospartans, ncaa).
0.9997::teamplaysinleague(houstondynamo, mls).
0.9980::teamplaysinleague(montanastatenorthernlights, ncaa).
1.0::teamplaysinleague(tulanegreenwave, ncaa).
0.9375::teamplaysinleague(hongkonguniversity, international).
0.9687::teamplaysinleague(saintjosephscollegepumas, ncaa).
0.9990::teamplaysinleague(montanastatebillingsyellowjackets, ncaa).
1.0::teamplaysinleague(chicagobulls, nba).
0.9999::teamplaysinleague(currentcapitals, nhl).
1.0::teamplaysinleague(centralconnecticutbluedevils, ncaa).
1.0::teamplaysinleague(lakings, nhl).
1.0::teamplaysinleague(clemsontigers, ncaa).
0.9999::teamplaysinleague(depauluniversity, international).
0.9990::teamplaysinleague(centraloklahomabronchos, ncaa).
1.0::teamplaysinleague(bethunecookmanwildcats, ncaa).
0.9999::teamplaysinleague(narizonadiamondbacks, mlb).
1.0::teamplaysinleague(southernutahthunderbirds, ncaa).
1.0::teamplaysinleague(sanfranciscodons, ncaa).
1.0::teamplaysinleague(tennesseemartinskyhawks, ncaa).
0.9997::teamplaysinleague(pittpanthers, ncaa).
1.0::teamplaysinleague(georgetownhoyas, ncaa).
1.0::teamplaysinleague(californiadavisaggies, ncaa).
1.0::teamplaysinleague(montrealcanadiens, nhl).
1.0::teamplaysinleague(clevelandindians, mlb).
1.0::teamplaysinleague(southernmississippigoldeneagles, ncaa).
0.9990::teamplaysinleague(centenarycollegegents, ncaa).
1.0::teamplaysinleague(miamidolphinsfootballteam, nfl).
1.0::teamplaysinleague(nebraskacornhuskers, ncaa).
0.9995::teamplaysinleague(easternwyomingcollegelancers, ncaa).
0.9980::teamplaysinleague(talladegacollege, ncaa).
1.0::teamplaysinleague(pennstatenittanylions, ncaa).
1.0::teamplaysinleague(stephenfaustinlumberjacks, ncaa).
0.9999::teamplaysinleague(princetonuniversity, international).
0.9687::teamplaysinleague(bigeastconference, ncaa).
0.9999::teamplaysinleague(elliottschoolofinternationalaffairs, international).
0.9980::teamplaysinleague(oregonstateuniversity, international).
0.9980::teamplaysinleague(wasedauniversity, international).
0.9375::teamplaysinleague(uconn, ncaa).
0.9997::teamplaysinleague(theamericanuniversity, international).
0.9843::teamplaysinleague(sydneyuniversity, international).
1.0::teamplaysinleague(losangelesdodgers, mlb).
0.9687::teamplaysinleague(staffordshireuniversity, international).
0.9687::teamplaysinleague(gardnerwebbrunninbulldogs, ncaa).
0.9921::teamplaysinleague(atlanticsunconference, ncaa).
0.9375::teamplaysinleague(sandiegostaztecs, ncaa).
0.9999::teamplaysinleague(leeflames, nhl).
0.9687::teamplaysinleague(vilniusuniversity, international).
0.9960::teamplaysinleague(themasterscollegemustangs, ncaa).
0.9687::teamplaysinleague(prairieviewaandmpanthers, ncaa).
0.9999::teamplaysinleague(citadelbulldogs, ncaa).
0.9179::teamplaysinleague(redsoxthisseason, mlb).
0.9842::teamplaysinleague(californiaangels, mlb).
0.9980::teamplaysinleague(tennesseewesleyanbulldogs, ncaa).
1.0::teamplaysinleague(arkansasstateindians, ncaa).
1.0::teamplaysinleague(coppinstateeagles, ncaa).
0.9997::teamplaysinleague(northeasternuniversity, international).
0.9980::teamplaysinleague(southernvirginiaknights, ncaa).
0.9980::teamplaysinleague(embryriddleeagles, ncaa).
0.9375::teamplaysinleague(miamiohioredhawks, ncaa).
1.0::teamplaysinleague(middletennesseestateblueraiders, ncaa).
1.0::teamplaysinleague(murraystateracers, ncaa).
0.9999::teamplaysinleague(ionacollege, ncaa).
1.0::teamplaysinleague(bellarmineknights, ncaa).
1.0::teamplaysinleague(portlandstatevikings, ncaa).
1.0::teamplaysinleague(philadelphiaflyers, nhl).
1.0::teamplaysinleague(armstrongatlanticpirates, ncaa).
0.9998::teamplaysinleague(ohiostbuckeyes, ncaa).
0.9687::teamplaysinleague(utahvalleystatewolverines, ncaa).
1.0::teamplaysinleague(chicagowhitesox, mlb).
1.0::teamplaysinleague(buffalosabres, nhl).
0.9998::teamplaysinleague(pennstate, international).
1.0::teamplaysinleague(arkansasrazorbacks, ncaa).
1.0::teamplaysinleague(miamihurricanes, nba).
0.9990::teamplaysinleague(atlanticgear, ncaa).
1.0::teamplaysinleague(wismilwaukeepanthers, ncaa).
0.9687::teamplaysinleague(phoenixmercury, wnba).
0.9843::teamplaysinleague(texasam, international).
0.9375::teamplaysinleague(wilfridlaurieruniversity, international).
1.0::teamplaysinleague(robertmorriscolonials, ncaa).
1.0::teamplaysinleague(saintlouisrams, nfl).
1.0::teamplaysinleague(delawarestate, ncaa).
0.9999::teamplaysinleague(ucdavisaggies, ncaa).
0.9375::teamplaysinleague(jagiellonianuniversity, international).
1.0::teamplaysinleague(sacramentosthornets, ncaa).
0.9980::teamplaysinleague(babsoncollege, international).
0.9997::teamplaysinleague(saginawvalleystatecardinals, ncaa).
1.0::teamplaysinleague(unitedstatesmilitaryacademy, international).
0.9843::teamplaysinleague(oklahomabaptistbison, ncaa).
0.9375::teamplaysinleague(rochesterwarriors, ncaa).
1.0::teamplaysinleague(columbusbluejackets, nhl).
0.9980::teamplaysinleague(vanguardlions, ncaa).
0.9375::teamplaysinleague(boisestbroncos, ncaa).
0.9960::teamplaysinleague(ucdavis, international).
1.0::teamplaysinleague(calpolymustangs, ncaa).
0.9990::teamplaysinleague(cumberlandbulldogs, ncaa).
1.0::teamplaysinleague(arizonastatesundevils, ncaa).
0.9999::teamplaysinleague(maastrichtuniversity, international).
0.9960::teamplaysinleague(calstatedominguezhillstoros, ncaa).
1.0::teamplaysinleague(delawarefightinbluehens, ncaa).
0.9687::teamplaysinleague(clevelandstateuniversity, international).
1.0::teamplaysinleague(laurentianuniversity, ncaa).
0.9990::teamplaysinleague(wisconsinstoutbluedevils, ncaa).
1.0::teamplaysinleague(philadelphiaphillies, mlb).
0.9995::teamplaysinleague(etennstbuccaneers, ncaa).
1.0::teamplaysinleague(saintmarysgaels, ncaa).
0.9999::teamplaysinleague(washingtoncollege, international).
0.9990::teamplaysinleague(calstatesanbernardinocoyotes, ncaa).
0.9999::teamplaysinleague(tennessetitans, nfl).
0.9960::teamplaysinleague(calgoldenbears, ncaa).
0.9687::teamplaysinleague(loyolauniversitychicago, international).
0.9375::teamplaysinleague(massuchussetslowellriverhawks, ncaa).
0.9843::teamplaysinleague(creightonbluejays, ncaa).
0.9843::teamplaysinleague(kansasstateuniversity, international).
1.0::teamplaysinleague(rhodeislandrams, ncaa).
0.9997::teamplaysinleague(miamiuniversityredhawks, ncaa).
0.9980::teamplaysinleague(queensuniversity, international).
0.9999::teamplaysinleague(stateuniversity, international).
1.0::teamplaysinleague(lafayetteleopards, ncaa).
0.9375::teamplaysinleague(kennedywesternuniversity, international).
1.0::teamplaysinleague(floridamarlinsteam, mlb).
1.0::teamplaysinleague(queenscollege, ncaa).
0.9999::teamplaysinleague(dalhousieuniversity, international).
0.9997::teamplaysinleague(fortvalleystate, ncaa).
1.0::teamplaysinleague(umkckangaroos, ncaa).
1.0::teamplaysinleague(libertyflames, ncaa).
1.0::teamplaysinleague(louisianamonroewarhawks, ncaa).
0.9990::teamplaysinleague(texaspanamericanbroncos, ncaa).
0.9997::teamplaysinleague(internationaluniversity, international).
0.9999::teamplaysinleague(floridainternationaluniversity, international).
0.9999::teamplaysinleague(nyubobcats, nba).
0.9997::teamplaysinleague(universityofredlands, ncaa).
1.0::teamplaysinleague(kentstategoldenflashes, ncaa).
0.9960::teamplaysinleague(avemariagyrenes, ncaa).
0.9375::teamplaysinleague(montanatechorediggers, ncaa).
0.9687::teamplaysinleague(centralmissouristatejennies, ncaa).
0.9375::teamplaysinleague(americaeastconference, ncaa).
1.0::teamplaysinleague(semissouristateindians, ncaa).
1.0::teamplaysinleague(fordhamrams, ncaa).
1.0::teamplaysinleague(holycrosscrusaders, ncaa).
1.0::teamplaysinleague(bengals, nfl).
1.0::teamplaysinleague(newyorkmets, mlb).
0.9995::teamplaysinleague(edwardwaterstigers, ncaa).
0.9990::teamplaysinleague(monmouthcollegefightingscots, ncaa).
0.9995::teamplaysinleague(tennesseechattanoogamocs, ncaa).
0.9995::teamplaysinleague(alaskaseawolves, ncaa).
0.9999::teamplaysinleague(cambridgeuniversitypress, international).
0.9687::teamplaysinleague(suffolkuniversity, international).
0.9980::teamplaysinleague(waylandbaptistpioneers, ncaa).
0.9990::teamplaysinleague(detroitmercytitans, ncaa).
0.9995::teamplaysinleague(millikinbigblue, ncaa).
1.0::teamplaysinleague(marylandbaltimorecountyretrievers, ncaa).
0.9990::teamplaysinleague(byuidahovikings, ncaa).
1.0::teamplaysinleague(hawaiiwarriors, ncaa).
0.9921::teamplaysinleague(bigskyconferencegear, ncaa).
0.9687::teamplaysinleague(manhattancollege, international).
0.9999::teamplaysinleague(chulalongkornuniversity, international).
1.0::teamplaysinleague(rutgersscarletknights, ncaa).
0.9999::teamplaysinleague(yorkuniversity, international).
1.0::teamplaysinleague(stnorbertgreenknights, ncaa).
0.9980::teamplaysinleague(hustontillotsonuniversityrams, ncaa).
0.9687::teamplaysinleague(sunygeneseo, international).
0.9999::teamplaysinleague(georgemasonuniversity, international).
1.0::teamplaysinleague(maineblackbears, ncaa).
0.9375::teamplaysinleague(sandiegostaztecs, ncaa).
1.0::teamplaysinleague(georgetownuniversity, international).
0.9997::teamplaysinleague(nebraskakearneylopers, ncaa).
1.0::teamplaysinleague(selouisianalions, ncaa).
0.9980::teamplaysinleague(virginiatech, international).
1.0::teamplaysinleague(mountstmarysmountaineers, ncaa).
0.9375::teamplaysinleague(southdakotastjackrabbits, ncaa).
0.9375::teamplaysinleague(coloradostrams, ncaa).
1.0::teamplaysinleague(detroittitans, ncaa).
0.9999::teamplaysinleague(eastcarolinauniversity, mlb).
1.0::teamplaysinleague(brooklyncollegebulldogs, ncaa).
1.0::teamplaysinleague(minnesotavikings, nfl).
1.0::teamplaysinleague(riderbroncs, ncaa).
1.0::teamplaysinleague(memphisgrizzliesnba, nba).
0.9375::teamplaysinleague(minnesotastateuniversitymankato, international).
1.0::teamplaysinleague(jacksonvillestategamecocks, ncaa).
1.0::teamplaysinleague(massachusettsminutemen, ncaa).
0.9687::teamplaysinleague(boltonwanderers, fa).
1.0::teamplaysinleague(njithighlanders, ncaa).
1.0::teamplaysinleague(rockies, mlb).
0.9980::teamplaysinleague(thomasnighthawks, ncaa).
0.9375::teamplaysinleague(unccharlotteers, ncaa).
1.0::teamplaysinleague(houstonoilers, nfl).
