,Entity,Iteration,Probability,Relation,Value
316,concept:sport:sports,718,0.9375,concept:sportusesequipment,concept:sportsequipment:treadmills
317,concept:sport:sports,811,0.984375,concept:sportusesequipment,concept:sportsequipment:bikes
318,concept:sport:sports,718,0.9999986340682097,concept:sportusesequipment,concept:sportsequipment:apparel
319,concept:sport:sports,724,0.9375,concept:sportusesequipment,concept:sportsequipment:skis
320,concept:sport:sports,718,0.9921875,concept:sportusesequipment,concept:visualizablething:toys
321,concept:sport:sports,718,0.9999999925494194,concept:sportusesequipment,concept:tool:accessories
322,concept:sport:sports,722,0.9998779296875,concept:sportusesequipment,concept:tool:supplements
323,concept:hobby:paddling,841,0.9921875,concept:sportschoolincountry,concept:country:america
324,concept:hobby:paddling,571,1.0,concept:sportusesequipment,concept:sportsequipment:equipment
325,concept:sport:field_hockey,763,0.9375,concept:sportusesequipment,concept:sportsequipment:football
326,concept:sport:downhill_ski,841,0.984375,concept:sportschoolincountry,concept:country:america
327,concept:sport:dance,850,1.0,concept:sportschoolincountry,concept:country:eu_countries
328,concept:sport:judo,829,1.0,concept:sportfansincountry,concept:country:japan
329,concept:sport:judo,829,1.0,concept:sportschoolincountry,concept:country:japan
330,concept:sport:judo,848,1.0,concept:sportschoolincountry,concept:country:korea
331,concept:sport:judo,850,1.0,concept:sportschoolincountry,concept:country:usa___
332,concept:sport:judo,850,1.0,concept:sportschoolincountry,concept:country:eu_countries
333,concept:hobby:horse_racing,617,1.0,concept:sporthassportsteamposition,concept:sportsteamposition:line
334,concept:sport:bjj,845,1.0,concept:sportschoolincountry,concept:country:brazil
335,concept:sport:cross_country_ski,841,0.9990234375,concept:sportschoolincountry,concept:country:america
336,concept:sport:trekking,841,1.0,concept:sportschoolincountry,concept:country:america
337,concept:sport:trekking,514,0.984375,concept:sportusesequipment,concept:sportsequipment:tents
338,concept:sport:boxing,601,0.9921875,concept:sportusesequipment,concept:sportsequipment:football
339,concept:sport:boxing,718,0.96875,concept:sportusesequipment,concept:sportsequipment:boxing_gloves
340,concept:sport:boxing,724,0.9991631890517412,concept:sportusesequipment,concept:sportsequipment:equipment
341,concept:sport:boxing,850,0.984375,concept:sportusesequipment,concept:sportsequipment:gloves
342,concept:sport:scuba,850,1.0,concept:sportschoolincountry,concept:country:member_countries
343,concept:sport:scuba,724,0.984375,concept:sportusesequipment,concept:sportsequipment:training
344,concept:sport:scuba,571,0.9999998807907104,concept:sportusesequipment,concept:sportsequipment:equipment
345,concept:sport:scuba,742,0.9375,concept:sportusesequipment,concept:sportsequipment:scuba_diving_equipment
346,concept:sport:scuba,715,0.99609375,concept:sportusesequipment,concept:sportsequipment:mask
347,concept:sport:scuba,724,0.984375,concept:sportusesequipment,concept:sportsequipment:masks
348,concept:sport:scuba,838,0.96875,concept:sportusesequipment,concept:sportsequipment:dive_equipment
349,concept:sport:scuba,724,0.998046875,concept:sportusesequipment,concept:sportsequipment:gear
350,concept:sport:scuba,839,0.96875,concept:sportusesequipment,concept:sportsequipment:wet_suits
351,concept:sport:softball,623,1.0,concept:sporthassportsteamposition,concept:sportsteamposition:infield
352,concept:sport:softball,602,1.0,concept:sporthassportsteamposition,concept:sportsteamposition:coaches
353,concept:sport:softball,515,0.9921875,concept:sporthassportsteamposition,concept:sportsteamposition:pitcher
354,concept:sport:softball,551,0.9999847412109375,concept:sportusesequipment,concept:sportsequipment:bats
355,concept:sport:softball,551,1.0,concept:sportusesequipment,concept:sportsequipment:glove
356,concept:sport:softball,683,0.9999995251154906,concept:sportusesequipment,concept:sportsequipment:equipment
357,concept:sport:softball,665,0.9375,concept:sportusesequipment,concept:sportsequipment:balls
358,concept:sport:softball,667,0.9375,concept:sportusesequipment,concept:sportsequipment:mitt
359,concept:sport:softball,850,1.0,concept:sportusesequipment,concept:sportsequipment:gloves
360,concept:sport:softball,551,0.9999988458322704,concept:sportusesequipment,concept:sportsequipment:bat
361,concept:sport:softball,683,0.96875,concept:sportusesequipment,concept:tool:accessories
362,concept:sport:softball,724,0.9999991924085014,concept:sportusesequipment,concept:sportsequipment:ball
363,concept:sport:inline,728,0.96875,concept:sportusesequipment,concept:sportsequipment:skates
364,concept:hobby:canoeing,841,0.984375,concept:sportschoolincountry,concept:country:america
365,concept:sport:rules_football,845,0.998046875,concept:sportfansincountry,concept:country:australia
366,concept:sport:intramural_sports,838,0.9921875,concept:sportusesequipment,concept:sportsequipment:football
367,concept:sport:one_day_cricket,841,0.96875,concept:sportfansincountry,concept:country:pakistan
368,concept:hobby:fishing,841,0.999999999998181,concept:sportschoolincountry,concept:country:america
369,concept:hobby:fishing,724,0.9375,concept:sportusesequipment,concept:sportsequipment:canoes
370,concept:hobby:fishing,727,0.96875,concept:sportusesequipment,concept:sportsequipment:fly_rods
371,concept:hobby:fishing,724,0.984375,concept:sportusesequipment,concept:sportsequipment:companies
372,concept:hobby:fishing,586,0.9990234375,concept:sportusesequipment,concept:sportsequipment:equipments
373,concept:hobby:fishing,565,0.96875,concept:sportusesequipment,concept:sportsequipment:fishing_lures
374,concept:hobby:fishing,661,0.9999923706054688,concept:sportusesequipment,concept:sportsequipment:nets
375,concept:hobby:fishing,724,0.998046875,concept:sportusesequipment,concept:sportsequipment:fishing_gear
376,concept:hobby:fishing,715,0.9999999999995453,concept:sportusesequipment,concept:sportsequipment:gear
377,concept:hobby:fishing,625,0.984375,concept:sportusesequipment,concept:sportsequipment:fishing_accessories
378,concept:hobby:fishing,724,0.9921875,concept:sportusesequipment,concept:sportsequipment:fishing_equipment
379,concept:hobby:fishing,673,0.998046875,concept:sportusesequipment,concept:sportsequipment:poles
380,concept:hobby:fishing,571,0.9999999999999982,concept:sportusesequipment,concept:sportsequipment:equipment
381,concept:hobby:fishing,628,0.9375,concept:sportusesequipment,concept:sportsequipment:life_jackets
382,concept:hobby:fishing,724,1.0,concept:sportusesequipment,concept:sportsequipment:fishing_rods
383,concept:hobby:fishing,659,0.9375,concept:sportusesequipment,concept:sportsequipment:souvenirs
384,concept:hobby:fishing,832,0.9375,concept:sportusesequipment,concept:sportsequipment:fishing_rod
385,concept:hobby:fishing,724,0.96875,concept:sportusesequipment,concept:sportsequipment:fishing_tackle
386,concept:hobby:fishing,551,0.9999995231628418,concept:sportusesequipment,concept:sportsequipment:supplies
387,concept:hobby:fishing,704,0.9999995231628418,concept:sportusesequipment,concept:sportsequipment:rods
388,concept:hobby:fishing,724,1.0,concept:sportusesequipment,concept:sportsequipment:apparel
389,concept:hobby:fishing,671,0.9999998807907104,concept:sportusesequipment,concept:tool:accessories
390,concept:hobby:boating,841,0.99609375,concept:sportschoolincountry,concept:country:america
391,concept:hobby:boating,599,1.0,concept:sportusesequipment,concept:sportsequipment:equipment
392,concept:hobby:boating,724,0.99609375,concept:sportusesequipment,concept:sportsequipment:supplies
393,concept:hobby:boating,724,0.984375,concept:sportusesequipment,concept:sportsequipment:gear
394,concept:hobby:boating,719,0.9375,concept:sportusesequipment,concept:tool:accessories
395,concept:sport:nfl_sports,844,0.9375,concept:sporthassportsteamposition,concept:sportsteamposition:back
396,concept:sport:futbol,845,1.0,concept:sportfansincountry,concept:country:mexico
397,concept:sport:riding,601,0.96875,concept:sportusesequipment,concept:sportsequipment:helmets
398,concept:sport:riding,601,0.984375,concept:sportusesequipment,concept:sportsequipment:helmet
399,concept:sport:money,706,0.96875,concept:sportusesequipment,concept:sportsequipment:football
400,concept:sport:racing,829,1.0,concept:sportfansincountry,concept:country:japan
401,concept:sport:racing,847,1.0,concept:sportfansincountry,concept:country:papua_new_guinea
402,concept:sport:racing,847,0.9990234375,concept:sportfansincountry,concept:country:america
403,concept:sport:racing,841,0.9999847412109375,concept:sportschoolincountry,concept:country:america
404,concept:sport:racing,848,1.0,concept:sportschoolincountry,concept:country:the_philippines
405,concept:sport:racing,850,1.0,concept:sportschoolincountry,concept:country:usa___
406,concept:sport:professional_baseball,829,0.9992407292260782,concept:sportfansincountry,concept:country:japan
407,concept:sport:professional_baseball,841,0.984375,concept:sportfansincountry,concept:country:america
408,concept:sport:professional_baseball,731,0.9978583560660016,concept:sporthassportsteamposition,concept:sportsteamposition:player
409,concept:sport:professional_baseball,841,0.96875,concept:sportschoolincountry,concept:country:america
410,concept:sport:snowboarding,841,1.0,concept:sportschoolincountry,concept:country:america
411,concept:sport:snowboarding,715,0.9375,concept:sportusesequipment,concept:sportsequipment:gear
412,concept:sport:cricket,845,0.96875,concept:sportfansincountry,concept:country:namibia
413,concept:sport:cricket,847,1.0,concept:sportfansincountry,concept:country:papua_new_guinea
414,concept:sport:cricket,692,0.9990234375,concept:sportfansincountry,concept:country:scotland
415,concept:sport:cricket,557,0.984375,concept:sportfansincountry,concept:country:srilanka
416,concept:sport:cricket,845,1.0,concept:sportfansincountry,concept:country:zimbabwe
417,concept:sport:cricket,692,0.96875,concept:sportfansincountry,concept:country:malaysia
418,concept:sport:cricket,844,0.9999713826782312,concept:sportfansincountry,concept:country:canada
419,concept:sport:cricket,829,1.0,concept:sportfansincountry,concept:country:england
420,concept:sport:cricket,692,0.9998315916396802,concept:sportfansincountry,concept:country:bermuda
421,concept:sport:cricket,847,0.96875,concept:sportfansincountry,concept:country:netherland
422,concept:sport:cricket,841,1.0,concept:sportfansincountry,concept:country:pakistan
423,concept:sport:cricket,557,0.9375,concept:sportfansincountry,concept:country:newzealand
424,concept:sport:cricket,803,0.9999999444838096,concept:sportfansincountry,concept:country:kenya
425,concept:sport:cricket,562,0.9999990463256836,concept:sportfansincountry,concept:country:bangladesh
426,concept:sport:cricket,847,1.0,concept:sportfansincountry,concept:country:denmark
427,concept:sport:cricket,761,1.0,concept:sportfansincountry,concept:country:sri_lanka
428,concept:sport:cricket,850,1.0,concept:sportfansincountry,concept:country:wales
429,concept:sport:cricket,850,1.0,concept:sportfansincountry,concept:country:eu_countries
430,concept:sport:cricket,850,1.0,concept:sportfansincountry,concept:country:india
431,concept:sport:cricket,850,1.0,concept:sportfansincountry,concept:country:usa___
432,concept:sport:cricket,850,1.0,concept:sportfansincountry,concept:country:caribbean_island
433,concept:sport:cricket,850,0.9999999340609578,concept:sportfansincountry,concept:country:ireland
434,concept:sport:cricket,845,1.0,concept:sportfansincountry,concept:country:australia
435,concept:sport:cricket,557,0.984375,concept:sportfansincountry,concept:geopoliticallocation:southafrica
436,concept:sport:cricket,556,0.9999927638720779,concept:sportusesequipment,concept:sportsequipment:bats
437,concept:sport:cricket,571,0.999755859375,concept:sportusesequipment,concept:sportsequipment:equipment
438,concept:sport:cricket,557,0.99999464368378,concept:sportusesequipment,concept:sportsequipment:balls
439,concept:sport:cricket,710,0.99609375,concept:sportusesequipment,concept:sportsequipment:clubs
440,concept:sport:cricket,691,0.9375,concept:sportusesequipment,concept:sportsequipment:cricket_bats
441,concept:sport:cricket,724,0.999866768624431,concept:sportusesequipment,concept:sportsequipment:bat
442,concept:sport:cricket,671,0.96875,concept:sportusesequipment,concept:tool:accessories
443,concept:sport:cricket,685,0.9999831943493843,concept:sportusesequipment,concept:sportsequipment:ball
444,concept:sport:aikido,829,0.9999999994447138,concept:sportfansincountry,concept:country:japan
445,concept:sport:aikido,829,1.0,concept:sportschoolincountry,concept:country:japan
446,concept:sport:aikido,847,1.0,concept:sportschoolincountry,concept:country:south_korea
447,concept:sport:men,605,0.9999995285901548,concept:sporthassportsteamposition,concept:sportsteamposition:player
448,concept:sport:tabletennis,622,1.0,concept:sportusesequipment,concept:sportsequipment:balls
449,concept:sport:rugby_league,829,0.96875,concept:sportfansincountry,concept:country:england
450,concept:sport:rugby_league,847,1.0,concept:sportfansincountry,concept:country:papua_new_guinea
451,concept:sport:rugby_league,845,0.9999433697071488,concept:sportfansincountry,concept:country:australia
452,concept:sport:swim,830,1.0,concept:sportschoolincountry,concept:country:united_states_of_america
453,concept:sport:swim,845,0.9999999995939912,concept:sportschoolincountry,concept:country:mexico
454,concept:sport:swim,847,1.0,concept:sportschoolincountry,concept:country:papua_new_guinea
455,concept:sport:swim,850,1.0,concept:sportschoolincountry,concept:country:usa___
456,concept:hobby:bird_watching,841,0.96875,concept:sportschoolincountry,concept:country:america
457,concept:sport:shooting,673,0.984375,concept:sportusesequipment,concept:tool:accessories
458,concept:sport:diving,724,0.9999847412109375,concept:sportusesequipment,concept:sportsequipment:equipment
459,concept:sport:mma,848,1.0,concept:sportfansincountry,concept:country:the_philippines
460,concept:sport:mma,850,1.0,concept:sportfansincountry,concept:country:eu_countries
461,concept:sport:football,847,1.0,concept:sportfansincountry,concept:country:germany
462,concept:sport:football,847,0.9999999739547298,concept:sportfansincountry,concept:country:france
